Geschäftsnummer,Geschäftstyp,Urheber,Stand,Geschäftstitel,Link zur Geschäftsseite,eingereicht_am,unterzeichner1,unterzeichner2,unterzeichner3,unterzeichner4,unterzeichner5,unterzeichner6,unterzeichner7,unterzeichner8,unterzeichner9,unterzeichner10,unterzeichner11,unterzeichner12,unterzeichner13,unterzeichner14,unterzeichner15,unterzeichner16,unterzeichner17,unterzeichner18,unterzeichner19,unterzeichner20,unterzeichner21,unterzeichner22,unterzeichner23,unterzeichner24,unterzeichner25,unterzeichner26,unterzeichner27,unterzeichner28,unterzeichner29,unterzeichner30,unterzeichner31,unterzeichner32,unterzeichner33,unterzeichner34,unterzeichner35,unterzeichner36,unterzeichner37,unterzeichner38,unterzeichner39,unterzeichner40,unterzeichner41,unterzeichner42,unterzeichner43,unterzeichner44,unterzeichner45,unterzeichner46,id_Urheber,id_unterzeichner1,id_unterzeichner2,id_unterzeichner3,id_unterzeichner4,id_unterzeichner5,id_unterzeichner6,id_unterzeichner7,id_unterzeichner8,id_unterzeichner9,id_unterzeichner10,id_unterzeichner11,id_unterzeichner12,id_unterzeichner13,id_unterzeichner14,id_unterzeichner15,id_unterzeichner16,id_unterzeichner17,id_unterzeichner18,id_unterzeichner19,id_unterzeichner20,id_unterzeichner21,id_unterzeichner22,id_unterzeichner23,id_unterzeichner24,id_unterzeichner25,id_unterzeichner26,id_unterzeichner27,id_unterzeichner28,id_unterzeichner29,id_unterzeichner30,id_unterzeichner31,id_unterzeichner32,id_unterzeichner33,id_unterzeichner34,id_unterzeichner35,id_unterzeichner36,id_unterzeichner37,id_unterzeichner38,id_unterzeichner39,id_unterzeichner40,id_unterzeichner41,id_unterzeichner42,id_unterzeichner43,id_unterzeichner44,id_unterzeichner45,id_unterzeichner46,unterzeichner_ids
24.3597,Postulat,Klopfenstein Broggini Delphine,Stellungnahme zum Vorstoss liegt vor,Grenzüberschreitende Agglomerationen. Nationale Herausforderungen im Bereich der Mobilität,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243597,2024-06-12,Klopfenstein Broggini Delphine,Aellen Cyril,Arslan Sibel,Brenzikofer Florence,Christ Katja,Dandrès Christian,Farinelli Alex,Fehlmann Rielle Laurence,Fonio Giorgio,Friedl Claudia,Gysi Barbara,Gysin Greta,Maitre Vincent,Marti Samira,Ryser Franziska,Schlatter Marionna,Schneider-Schneiter Elisabeth,Storni Bruno,Tuosto Brenda,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,403,NA,264,424,369,389,393,280,472,89,110,396,404,NA,346,349,188,420,494,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3518,Postulat,Meier Andreas,Stellungnahme zum Vorstoss liegt vor,Grundlagen für einen Zertifizierungsrahmen von Carbon Farming in der Schweizer Landwirtschaft,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243518,2024-06-03,Meier Andreas,Alijaj Islam,Andrey Gerhard,Arslan Sibel,Badertscher Christine,Bally Maya,Baumann Kilian,Candan Hasan,Chappuis Isabelle,Clivaz Christophe,de Quattro Jacqueline,Flach Beat,Giacometti Anna,Glättli Balthasar,Grossen Jürg,Hess Lorenz,Hübscher Martin,Jauslin Matthias Samuel,Jost Marc,Kälin Irène,Kamerzin Sidney,Klopfenstein Broggini Delphine,Marti Min Li,Mettler Melanie,Müller Leo,Müller-Altermatt Stefan,Munz Martina,Nause Reto,Nordmann Roger,Paganini Nicolò,Pamini Paolo,Prelicz-Huber Katharina,Quadri Lorenzo,Riem Katja,Ritter Markus,Roduit Benjamin,Schaffner Barbara,Schilliger Peter,Seiler Graf Priska,Stettler Thomas,Storni Bruno,Tschopp Jean,Walder Nicolas,Weichelt Manuela,Wettstein Felix,Wismer-Felder Priska,439,439,443,371,264,355,NA,358,449,NA,383,392,83,374,98,106,11,451,314,437,329,399,403,293,NA,149,153,NA,446,NA,333,482,411,170,444,178,331,418,185,304,491,420,459,422,386,354,363,
24.3508,Postulat,Sommaruga Carlo,Erledigt,"Urteil des Europäischen Gerichtshofs für Menschenrechte in Sachen ""Verein Klimaseniorinnen Schweiz und andere versus Schweiz"". Abklärung der Folgen für die Schweiz",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243508,2024-05-30,Sommaruga Carlo,Caroni Andrea,Crevoisier Crelier Mathilde,Graf Maya,Hurni Baptiste,Jositsch Daniel,Maillard Pierre-Yves,Poggia Mauro,Rieder Beat,Roth Franziska,Stocker Simon,Vara Céline,Wasserfallen Flavia,Z'graggen Heidi,Zopfi Mathias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,192,66,438,102,NA,125,NA,NA,319,416,NA,421,335,352,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3483,Postulat,Tuosto Brenda,Stellungnahme zum Vorstoss liegt vor,"Die Ost-West-Bahnverbindung über den Jurasüdfuss stärken, ohne andere Verbindungen zu verschlechtern",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243483,2024-05-27,Tuosto Brenda,Aellen Cyril,Bendahan Samuel,Brenzikofer Florence,Bühler Manfred,Chappuis Isabelle,Christ Katja,Cottier Damien,Crottaz Brigitte,Dandrès Christian,Docourt Martine,Fehlmann Rielle Laurence,Feller Olivier,Gobet Nadine,Guggisberg Lars,Imark Christian,Jaccoud Jessica,Klopfenstein Broggini Delphine,Mahaim Raphaël,Masshardt Nadine,Munz Martina,Nicolet Jacques,Nordmann Roger,Pahud Yvan,Piller Carrard Valérie,Porchet Léonore,Pult Jon,Revaz Estelle,Roth Pasquier Marie-France,Ruch Daniel,Rumy Farah,Schläfli Nina,Schnyder Markus,Stettler Thomas,Storni Bruno,Tschopp Jean,Walder Nicolas,Weber Céline,Wehrli Laurent,Zryd Andrea,NA,NA,NA,NA,NA,NA,494,494,NA,323,424,271,NA,369,388,330,389,NA,280,79,475,391,289,460,403,433,144,NA,298,NA,481,168,410,378,NA,417,436,486,487,489,491,420,459,422,431,310,498,NA,NA,NA,NA,NA,NA,
24.3380,Postulat,Graf Maya,Erledigt,"Massnahmen zur Förderung, zum Recycling und zur Wiederverwendung (ReUse) von Mehrwegverpackungen",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243380,2024-03-15,Graf Maya,Vara Céline,Zopfi Mathias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,421,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3365,Postulat,Porchet Léonore,Stellungnahme zum Vorstoss liegt vor,Massnahmen gegen die Wasserverschmutzung durch Zigarettenfilter,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243365,2024-03-15,Porchet Léonore,Baumann Kilian,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Klopfenstein Broggini Delphine,Mahaim Raphaël,Michaud Gigon Sophie,Prelicz-Huber Katharina,Töngi Michael,Trede Aline,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,410,358,424,383,395,403,433,367,411,334,198,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3359,Postulat,Gysin Greta,Stellungnahme zum Vorstoss liegt vor,Additive in Kunststoffen. Welche Auswirkungen auf die öffentliche Gesundheit?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243359,2024-03-15,Gysin Greta,Badertscher Christine,Brenzikofer Florence,Clivaz Christophe,Giacometti Anna,Glättli Balthasar,Mahaim Raphaël,Porchet Léonore,Schlatter Marionna,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,396,355,424,383,374,98,433,410,349,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3353,Postulat,Fivaz Fabien,Stellungnahme zum Vorstoss liegt vor,Wie wirken sich Mikroplastikpartikel in der Luft auf die Gesundheit aus?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243353,2024-03-15,Fivaz Fabien,Schlatter Marionna,Baumann Kilian,Brenzikofer Florence,Clivaz Christophe,Glättli Balthasar,Gysin Greta,Klopfenstein Broggini Delphine,Mahaim Raphaël,Porchet Léonore,Prelicz-Huber Katharina,Schlatter Marionna,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,395,349,358,424,383,98,396,403,433,410,411,349,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3352,Postulat,Fivaz Fabien,Stellungnahme zum Vorstoss liegt vor,Bewertung der gesundheitlichen und ökologischen Folgen von Kunststoffen für Kunstrasenplätze über deren gesamten Lebenszyklus hinweg,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243352,2024-03-15,Fivaz Fabien,Schlatter Marionna,Baumann Kilian,Brenzikofer Florence,Clivaz Christophe,Glättli Balthasar,Gysin Greta,Klopfenstein Broggini Delphine,Mahaim Raphaël,Michaud Gigon Sophie,Porchet Léonore,Prelicz-Huber Katharina,Schlatter Marionna,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,395,349,358,424,383,98,396,403,433,367,410,411,349,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3321,Postulat,Brenzikofer Florence,Stellungnahme zum Vorstoss liegt vor,Cargo sous terrain für Geothermie-Zwecke prüfen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243321,2024-03-15,Brenzikofer Florence,Alijaj Islam,Badertscher Christine,Baumann Kilian,Bäumle Martin,Bürgin Yvonne,Candan Hasan,Christ Katja,Clivaz Christophe,Fivaz Fabien,Friedl Claudia,Giacometti Anna,Gianini Simone,Glättli Balthasar,Grossen Jürg,Jauslin Matthias Samuel,Kutter Philipp,Lohr Christian,Mahaim Raphaël,Marti Min Li,Meier Andreas,Mettler Melanie,Müller-Altermatt Stefan,Munz Martina,Nause Reto,Nordmann Roger,Prelicz-Huber Katharina,Rumy Farah,Schaffner Barbara,Seiler Graf Priska,Walder Nicolas,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,424,443,355,358,51,467,449,369,383,395,89,374,474,98,106,314,337,14,433,293,439,NA,153,NA,446,NA,411,486,418,304,422,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3310,Postulat,Schlatter Marionna,Stellungnahme zum Vorstoss liegt vor,"""SUVisierung"" der Schweiz stoppen. Es braucht einen Massnahmenplan gegen übergrosse und übermotorisierte Autos",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243310,2024-03-15,Schlatter Marionna,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Glättli Balthasar,Klopfenstein Broggini Delphine,Mahaim Raphaël,Porchet Léonore,Töngi Michael,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,424,383,395,98,403,433,410,334,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3296,Postulat,Munz Martina,Stellungnahme zum Vorstoss liegt vor,Effizienteren Tierschutz durch Interessenvertretung,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243296,2024-03-15,Munz Martina,Candan Hasan,Alijaj Islam,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Fehlmann Rielle Laurence,Friedl Claudia,Giacometti Anna,Gysi Barbara,Jaccoud Jessica,Kälin Irène,Marti Min Li,Revaz Estelle,Rosenwasser Anna,Roth David,Rumy Farah,Schläfli Nina,Seiler Graf Priska,Storni Bruno,Trede Aline,Tschopp Jean,Zryd Andrea,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,443,424,449,383,280,89,374,110,460,329,293,NA,447,484,486,487,304,420,198,459,498,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3287,Postulat,Fehlmann Rielle Laurence,Stellungnahme zum Vorstoss liegt vor,Elektronische Einwegzigaretten. Massnahmen zur Eindämmung des widerrechtlichen Verkaufs,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243287,2024-03-14,Fehlmann Rielle Laurence,Bläsi Thomas,Clivaz Christophe,Crottaz Brigitte,Docourt Martine,Friedl Claudia,Golay Roger,Gysi Barbara,Jaccoud Jessica,Munz Martina,Nordmann Roger,Revaz Estelle,Storni Bruno,Tschopp Jean,Tuosto Brenda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,280,NA,383,330,NA,89,100,110,460,NA,NA,NA,420,459,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3277,Postulat,Hess Lorenz,Überwiesen an den Bundesrat,Luchsbestände in der Schweiz sind bezüglich Nutztier- und Jagdregalschäden zu untersuchen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243277,2024-03-14,Hess Lorenz,Bregy Philipp Matthias,Candinas Martin,de Courten Thomas,Gartmann Walter,Hug Roman,Kaufmann Pius,Schnyder Markus,Stadler Simon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,340,65,6,458,477,478,489,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3268,Postulat,Storni Bruno,Stellungnahme zum Vorstoss liegt vor,Bessere Nutzung der bestehenden Stauseen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243268,2024-03-14,Storni Bruno,Aebischer Matthias,Amoos Emmanuel,Andrey Gerhard,Bäumle Martin,Bulliard-Marbach Christine,Candan Hasan,Clivaz Christophe,Farinelli Alex,Fehlmann Rielle Laurence,Flach Beat,Fonio Giorgio,Fridez Pierre-Alain,Friedl Claudia,Giacometti Anna,Gianini Simone,Girod Bastien,Glättli Balthasar,Gugger Niklaus-Samuel,Gysi Barbara,Gysin Greta,Jauslin Matthias Samuel,Marchesi Piero,Marti Min Li,Masshardt Nadine,Müller-Altermatt Stefan,Munz Martina,Nordmann Roger,Pamini Paolo,Piller Carrard Valérie,Prelicz-Huber Katharina,Pult Jon,Revaz Estelle,Roth David,Seiler Graf Priska,Stadler Simon,Suter Gabriela,Tschopp Jean,Weber Céline,Wettstein Felix,NA,NA,NA,NA,NA,NA,420,420,NA,428,371,51,63,449,383,393,280,83,472,88,89,374,474,NA,98,327,110,396,314,405,293,144,153,NA,NA,482,168,411,378,NA,484,304,419,370,459,431,354,NA,NA,NA,NA,NA,NA,
24.3110,Postulat,Calame Didier,Stellungnahme zum Vorstoss liegt vor,Massnahmen zur Eindämmung der Asiatischen Hornisse und Prüfung von Massnahmen zur Entschädigung von Imkerinnen und Imkern,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243110,2024-03-07,Calame Didier,Amoos Emmanuel,Andrey Gerhard,Bläsi Thomas,Bühler Manfred,Docourt Martine,Fivaz Fabien,Freymond Sylvain,Nicolet Jacques,Pahud Yvan,Porchet Léonore,Ruch Daniel,Sormanni Daniel,Stettler Thomas,Trede Aline,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,468,428,371,NA,271,NA,395,473,298,481,410,436,490,491,198,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3074,Postulat,Girod Bastien,Überwiesen an den Bundesrat,Auslandkompensation. Integrität sicherstellen und Empfehlungen für den CO2-Markt formulieren,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243074,2024-02-29,Girod Bastien,Hess Erich,Egger Mike,Grossen Jürg,Imark Christian,Jauslin Matthias Samuel,Müller-Altermatt Stefan,Munz Martina,Paganini Nicolò,Schaffner Barbara,Suter Gabriela,Trede Aline,Vincenz-Stauffacher Susanne,Wismer-Felder Priska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,341,106,289,314,153,NA,333,418,370,198,361,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23.4451,Postulat,Stark Jakob,Überwiesen an den Bundesrat,Ziele zur Ressource Holz in der Schweiz,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234451,2023-12-21,Stark Jakob,Broulis Pascal,Chassot Isabelle,Chiesa Marco,Häberli-Koller Brigitte,Juillard Charles,Wicki Hans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,384,456,429,275,228,402,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23.4519,Postulat,Nantermod Philippe,Stellungnahme zum Vorstoss liegt vor,Welche Lösungen gibt es für den Strassenverkehr in der Region Haut-Lac?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234519,2023-12-22,Addor Jean-Luc,Clivaz Christophe,de Quattro Jacqueline,Kamerzin Sidney,Roduit Benjamin,Ruch Daniel,Wehrli Laurent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,261,383,392,399,331,436,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4504,Postulat,Zybach Ursula,Überwiesen an den Bundesrat,Verstösse gegen das Strassenverkehrsgesetz bleibt für viele Touristen ohne Kostenfolge,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244504,2024-12-19,Zybach Ursula,Aebischer Matthias,Badertscher Christine,Candinas Martin,Clivaz Christophe,Grossen Jürg,Meier Andreas,Pult Jon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,457,NA,355,65,383,106,439,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4471,Postulat,Broulis Pascal,Zugewiesen an die behandelnde Kommission,"Bauprojekte im Mobilitätsbereich. Einen Vergleich durchführen, um die Verzögerungen zu verstehen",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244471,2024-12-19,Broulis Pascal,Juillard Charles,Maret Marianne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,456,402,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4303,Postulat,Imark Christian,Überwiesen an den Bundesrat,Pannenstreifenumnutzungen mit vereinfachten Verfahren ermöglichen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244303,2024-12-05,Imark Christian,Klopfenstein Broggini Delphine,Töngi Michael,Addor Jean-Luc,Amaudruz Céline,Bläsi Thomas,Blunschy Dominik,Bregy Philipp Matthias,Calame Didier,de Quattro Jacqueline,Farinelli Alex,Fehr Düsel Nina,Gafner Andreas,Gartmann Walter,Götte Michael,Haab Martin,Hübscher Martin,Knutti Thomas,Kolly Nicolas,Marchesi Piero,Michel Simon,Nantermod Philippe,Paganini Nicolò,Pamini Paolo,Rechsteiner Thomas,Reimann Lukas,Riem Katja,Riner Christoph,Schmid Pascal,Schneeberger Daniela,Sormanni Daniel,Stettler Thomas,Thalmann-Bieri Vroni,Vincenz-Stauffacher Susanne,Vontobel Erich,Wandfluh Ernst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,289,403,334,261,44,NA,445,340,468,392,393,448,376,458,441,343,451,452,479,405,442,297,333,482,414,172,444,454,488,21,490,491,NA,361,496,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4293,Postulat,Tuosto Brenda,Stellungnahme zum Vorstoss liegt vor,Bekämpfung der Verkehrsüberlastung. Die für den (abgelehnten) Autobahnausbau vorgesehen Milliarden für Projekte des Agglomerationsverkehrs verwenden,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244293,2024-12-04,Tuosto Brenda,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Docourt Martine,Gysin Greta,Klopfenstein Broggini Delphine,Nordmann Roger,Piller Carrard Valérie,Pult Jon,Schläfli Nina,Schlatter Marionna,Seiler Graf Priska,Töngi Michael,Walder Nicolas,Zryd Andrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,494,424,449,383,330,NA,396,403,NA,168,378,487,349,304,334,422,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4175,Postulat,Imark Christian,Erledigt,Pannenstreifenumnutzungen mit vereinfachten Verfahren ermöglichen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244175,2024-09-27,Imark Christian,Addor Jean-Luc,Bally Maya,Bregy Philipp Matthias,Bühler Manfred,Calame Didier,de Courten Thomas,de Quattro Jacqueline,Gartmann Walter,Glarner Andreas,Golay Roger,Götte Michael,Grüter Franz,Guggisberg Lars,Gutjahr Diana,Haab Martin,Hübscher Martin,Hurter Thomas,Jauslin Matthias Samuel,Kolly Nicolas,Kutter Philipp,Marchesi Piero,Paganini Nicolò,Page Pierre-André,Pamini Paolo,Quadri Lorenzo,Rechsteiner Thomas,Reimann Lukas,Riner Christoph,Roduit Benjamin,Schmid Pascal,Schneeberger Daniela,Thalmann-Bieri Vroni,Theiler Heinz,Vincenz-Stauffacher Susanne,Vontobel Erich,Wasserfallen Christian,Zuberbühler David,NA,NA,NA,NA,NA,NA,NA,NA,289,289,261,NA,340,271,468,6,392,458,283,100,441,285,391,328,343,451,120,314,479,337,405,333,299,482,170,414,172,454,331,488,21,NA,493,361,496,210,312,NA,NA,NA,NA,NA,NA,NA,NA,
